respondent_id,year,Q14_age,Q15_gender,Q16_state,Q17_income,Q1Q2_unaided_Acme_Strawberries,Q1Q2_unaided_Crimson_Crown_Berries,Q1Q2_unaided_Sunrise_Berries,Q1Q2_unaided_Red_Valley_Organics,Q1Q2_unaided_FreshPick_Strawberries,Q1Q2_unaided_Golden_Meadow_Berries,Q1Q2_unaided_Harvest_Hill_Berries,Q3_aided_Acme_Strawberries,Q3_aided_Crimson_Crown_Berries,Q3_aided_Sunrise_Berries,Q3_aided_Red_Valley_Organics,Q3_aided_FreshPick_Strawberries,Q3_aided_Golden_Meadow_Berries,Q3_aided_Harvest_Hill_Berries,Q4_purchased_Acme_Strawberries,Q4_purchased_Crimson_Crown_Berries,Q4_purchased_Sunrise_Berries,Q4_purchased_Red_Valley_Organics,Q4_purchased_FreshPick_Strawberries,Q4_purchased_Golden_Meadow_Berries,Q4_purchased_Harvest_Hill_Berries,Q5_01_quality_overall,Q5_02_freshness,Q5_03_sweetness_flavor,Q5_04_appearance,Q5_05_value_for_price,Q5_06_consistency,Q5_07_availability,Q5_08_sustainability,Q5_09_packaging,Q5_10_trust,Q5_11_shelf_life,Q6_purchase_intent,Q7_category_frequency,Q8_acme_frequency,Q9_last_brand_purchased,Q10_nps,Q11_brand_preference
206,2025,65 or older,Non-binary / third gender,MO,"$200,000 or more",1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,4,2,4,3,2,4,3,2,2,1,3,2-3 times a month,Never,Crimson Crown Berries,2,Crimson Crown Berries
207,2025,45-54,Male,PA,"$50,000 - $74,999",0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,More than once a week,Never,Don't recall,2,
208,2025,35-44,Male,MA,"$100,000 - $149,999",0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,3,3,3,3,4,4,2,3,4,3,4,4,Once a week,Never,Crimson Crown Berries,6,Harvest Hill Berries
209,2025,35-44,Female,IL,"$150,000 - $199,999",0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,3,4,3,3,3,4,2,4,3,2,3,2,2-3 times a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
210,2025,35-44,Male,AL,"$150,000 - $199,999",0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,4,3,3,5,2,2,4,5,3,4,4,3,More than once a week,Never,Crimson Crown Berries,6,Sunrise Berries
211,2025,55-64,Male,IL,"$50,000 - $74,999",0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,4,5,4,3,5,2,3,3,4,4,3,4,Once a week,Rarely - a few times a year,Crimson Crown Berries,7,Acme Strawberries
212,2025,45-54,Female,KY,"$25,000 - $49,999",0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,3,1,3,3,2,3,3,4,4,2,3,2,About once a month,Never,Crimson Crown Berries,3,Red Valley Organics
213,2025,18-24,Male,AL,"$100,000 - $149,999",0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3,3,2,4,3,2,4,2,3,4,3,3,About once a month,Sometimes - about once a month,Acme Strawberries,5,Acme Strawberries
214,2025,45-54,Female,OR,"$25,000 - $49,999",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,3,3,2,3,2,2,3,3,3,3,3,3,More than once a week,Rarely - a few times a year,Crimson Crown Berries,4,Crimson Crown Berries
215,2025,45-54,Male,CT,"$50,000 - $74,999",1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2,3,3,2,2,3,3,3,3,2,2,Once a week,Rarely - a few times a year,Don't recall,5,Harvest Hill Berries
216,2025,25-34,Female,NJ,"$50,000 - $74,999",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2,3,2,3,3,3,5,3,2,3,2,3,2-3 times a month,Never,FreshPick Strawberries,3,FreshPick Strawberries
217,2025,55-64,Male,CO,"$25,000 - $49,999",0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,4,3,3,3,4,3,5,4,3,3,3,3,Once a week,Sometimes - about once a month,Acme Strawberries,6,Acme Strawberries
218,2025,35-44,Male,KY,"$150,000 - $199,999",0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,3,3,2,3,4,4,3,3,3,2,2,4,2-3 times a month,Never,Crimson Crown Berries,4,Crimson Crown Berries
219,2025,25-34,Male,KY,"$100,000 - $149,999",0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,3,3,4,4,4,3,3,2,4,2,3,3,2-3 times a month,Never,FreshPick Strawberries,3,FreshPick Strawberries
220,2025,45-54,Female,LA,"$50,000 - $74,999",0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,2,3,3,3,4,2,3,4,3,2,3,3,Once a week,Never,Golden Meadow Berries,5,Golden Meadow Berries
221,2025,25-34,Male,MI,"$50,000 - $74,999",0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,4,2,4,3,3,2,2,3,4,2,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,1,Sunrise Berries
222,2025,45-54,Male,TX,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,3,2,3,2,3,3,1,1,2,3,1,Once a week,Never,Crimson Crown Berries,5,Crimson Crown Berries
223,2025,45-54,Female,GA,"$25,000 - $49,999",0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3,4,3,4,3,1,4,3,3,5,1,4,Once a week,Rarely - a few times a year,Crimson Crown Berries,5,Acme Strawberries
224,2025,25-34,Male,MD,"$50,000 - $74,999",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,2,3,2,3,3,2,2,4,3,2-3 times a month,Never,Don't recall,5,
225,2025,35-44,Female,OR,"$75,000 - $99,999",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,3,4,2,3,3,3,2-3 times a month,Never,Don't recall,4,
226,2025,45-54,Male,OH,"$100,000 - $149,999",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,3,5,4,4,3,2,4,4,4,3,Once a week,Sometimes - about once a month,Sunrise Berries,5,Sunrise Berries
227,2025,25-34,Female,WA,"$75,000 - $99,999",0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,2,3,3,2,3,3,3,2,3,1,3,2,About once a month,Never,Sunrise Berries,6,Sunrise Berries
228,2025,55-64,Female,SC,"$75,000 - $99,999",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,3,4,2,4,3,3,4,2,2,2,3,More than once a week,Never,Crimson Crown Berries,2,Crimson Crown Berries
229,2025,18-24,Female,SC,"$25,000 - $49,999",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,2,3,1,3,2,4,3,3,Once a week,Never,Don't recall,6,
230,2025,55-64,Female,CA,"$75,000 - $99,999",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,4,3,4,4,3,3,2,2,3,3,3,More than once a week,Often - 2-3 times a month,Golden Meadow Berries,10,Acme Strawberries
231,2025,18-24,Female,OK,"$100,000 - $149,999",1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,4,4,3,3,2,3,3,2,3,3,1,3,More than once a week,Sometimes - about once a month,FreshPick Strawberries,6,FreshPick Strawberries
232,2025,45-54,Male,WA,"$50,000 - $74,999",0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,5,4,2,4,2,4,3,3,4,2,2,3,More than once a week,Never,FreshPick Strawberries,10,Crimson Crown Berries
233,2025,45-54,Female,MN,"$200,000 or more",1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3,4,4,2,3,4,1,3,3,3,2-3 times a month,Sometimes - about once a month,Acme Strawberries,4,Acme Strawberries
234,2025,18-24,Male,FL,"Under $25,000",1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,3,4,2,3,3,3,3,2,3,3,More than once a week,Never,Harvest Hill Berries,6,Harvest Hill Berries
235,2025,35-44,Female,CT,"$25,000 - $49,999",1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,3,3,4,2,4,3,3,4,2,2,3,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,10,Red Valley Organics
236,2025,25-34,Male,UT,"$25,000 - $49,999",0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,2,3,3,2,3,3,3,3,3,2,3,3,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,5,Crimson Crown Berries
237,2025,18-24,Female,LA,"$75,000 - $99,999",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,3,2,4,3,4,2,4,3,3,3,3,About once a month,Never,Crimson Crown Berries,6,Crimson Crown Berries
238,2025,18-24,Male,LA,"$50,000 - $74,999",1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,3,1,2,3,3,3,4,1,3,1,3,2,Once a week,Sometimes - about once a month,Acme Strawberries,7,Golden Meadow Berries
239,2025,55-64,Female,CA,"Under $25,000",1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,2,4,4,4,3,3,2,4,4,4,2,3,More than once a week,Never,Sunrise Berries,2,Crimson Crown Berries
240,2025,25-34,Male,MI,"$150,000 - $199,999",1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,4,4,2,2,3,3,2,3,3,3,2,4,2-3 times a month,Rarely - a few times a year,Crimson Crown Berries,10,Crimson Crown Berries
241,2025,25-34,Male,NC,"$25,000 - $49,999",0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,2,3,3,3,3,1,4,3,3,3,3,2-3 times a month,Never,Red Valley Organics,1,Red Valley Organics
242,2025,45-54,Male,CO,"$50,000 - $74,999",0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,4,3,3,4,2,3,3,4,1,3,2,3,More than once a week,Very often - weekly or more,Acme Strawberries,8,Acme Strawberries
243,2025,45-54,Male,TX,"$25,000 - $49,999",0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2,2,3,2,3,3,1,3,2,2,2,2,Once a week,Never,Crimson Crown Berries,6,Crimson Crown Berries
244,2025,55-64,Female,MD,"$75,000 - $99,999",0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,3,3,3,3,2,2,2,3,3,3,2,2,2-3 times a month,Never,Crimson Crown Berries,7,Crimson Crown Berries
245,2025,25-34,Male,MD,"Under $25,000",1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,4,2,3,2,2,4,3,4,3,2,3,2-3 times a month,Rarely - a few times a year,Red Valley Organics,3,Red Valley Organics
246,2025,25-34,Female,AL,"$150,000 - $199,999",1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,2,4,4,4,3,4,5,2,2,1,4,About once a month,Sometimes - about once a month,Acme Strawberries,2,Acme Strawberries
247,2025,45-54,Male,OH,"$25,000 - $49,999",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,4,2,2,2,3,3,3,2-3 times a month,Never,Sunrise Berries,6,Sunrise Berries
248,2025,18-24,Female,NJ,"$75,000 - $99,999",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,4,4,3,4,2,2,2,3,2,3,4,Never / less than once a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
249,2025,45-54,Female,LA,"$25,000 - $49,999",0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,3,2,2,4,4,3,3,1,2,5,2,3,2-3 times a month,Never,Crimson Crown Berries,8,Sunrise Berries
250,2025,45-54,Female,MI,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,2,3,4,3,5,1,4,3,4,3,2,3,Once a week,Very often - weekly or more,Crimson Crown Berries,1,Crimson Crown Berries
251,2025,45-54,Male,OH,"Under $25,000",0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,4,3,3,2,2,4,4,3,4,About once a month,Rarely - a few times a year,Acme Strawberries,5,Acme Strawberries
252,2025,45-54,Male,VA,"$50,000 - $74,999",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4,3,4,2,3,3,3,3,2,3,3,3,Once a week,Never,FreshPick Strawberries,6,FreshPick Strawberries
253,2025,25-34,Male,IL,"$75,000 - $99,999",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,2,3,1,4,2,4,3,3,Once a week,Rarely - a few times a year,Don't recall,5,Crimson Crown Berries
254,2025,55-64,Female,UT,"$75,000 - $99,999",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,3,4,1,4,3,2,2,4,2,2,4,3,2-3 times a month,Never,Red Valley Organics,2,Red Valley Organics
255,2025,18-24,Female,OH,"$75,000 - $99,999",0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3,2,4,4,3,3,5,3,2,3,5,3,About once a month,Often - 2-3 times a month,Acme Strawberries,5,Acme Strawberries
256,2025,35-44,Female,WI,"$25,000 - $49,999",1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,3,3,2,4,5,3,2,2,3,4,3,3,2-3 times a month,Never,Sunrise Berries,5,FreshPick Strawberries
257,2025,55-64,Male,MO,"$100,000 - $149,999",1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,4,4,2,4,3,4,2,2,3,3,4,2-3 times a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
258,2025,45-54,Non-binary / third gender,OR,"$25,000 - $49,999",0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3,2,4,2,4,3,4,4,3,3,3,3,Once a week,Rarely - a few times a year,Acme Strawberries,6,Crimson Crown Berries
259,2025,35-44,Female,OR,"$150,000 - $199,999",0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,3,3,3,1,3,2,2,2,1,2,2,3,2-3 times a month,Sometimes - about once a month,Crimson Crown Berries,5,Crimson Crown Berries
260,2025,45-54,Female,KY,"$25,000 - $49,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,2,4,4,2,2,3,2,3,Once a week,Never,Crimson Crown Berries,3,Crimson Crown Berries
261,2025,25-34,Male,PA,"$25,000 - $49,999",0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,5,4,3,4,4,2,2,3,4,3,1,3,About once a month,Never,Red Valley Organics,7,Red Valley Organics
262,2025,25-34,Female,CA,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,5,2,4,4,5,3,3,3,3,3,4,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,0,Golden Meadow Berries
263,2025,35-44,Female,IL,"$150,000 - $199,999",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4,3,3,5,2,3,5,2,2,3,4,3,About once a month,Sometimes - about once a month,Crimson Crown Berries,4,Acme Strawberries
264,2025,55-64,Female,KY,"$75,000 - $99,999",0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,3,3,3,4,3,1,4,3,4,3,4,3,More than once a week,Never,Sunrise Berries,9,Sunrise Berries
265,2025,25-34,Female,MD,"$75,000 - $99,999",0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,3,3,5,4,3,2,2,3,3,2,3,4,About once a month,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
266,2025,45-54,Female,MN,"$100,000 - $149,999",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2,3,2,3,3,2,2,3,2,1,4,3,2-3 times a month,Never,Crimson Crown Berries,3,Crimson Crown Berries
267,2025,55-64,Male,SC,"$25,000 - $49,999",0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,3,2,5,5,3,4,3,2,3,3,2,3,About once a month,Never,Crimson Crown Berries,6,Crimson Crown Berries
268,2025,55-64,Female,LA,"$150,000 - $199,999",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,3,2,2,2,3,1,4,4,3,1,2,2-3 times a month,Never,FreshPick Strawberries,4,FreshPick Strawberries
269,2025,55-64,Male,SC,"$75,000 - $99,999",1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,2,3,4,4,2,1,3,3,3,3,3,4,Once a week,Very often - weekly or more,Acme Strawberries,7,FreshPick Strawberries
270,2025,25-34,Male,MI,"$200,000 or more",0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,3,3,3,4,2,3,3,3,2,3,3,3,2-3 times a month,Never,Red Valley Organics,5,Red Valley Organics
271,2025,35-44,Female,IL,"$150,000 - $199,999",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,4,2,5,2,3,3,2,3,4,1,3,2,2-3 times a month,Never,Sunrise Berries,4,Sunrise Berries
272,2025,55-64,Male,OK,"$150,000 - $199,999",1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,4,3,2,3,5,1,2,4,5,3,2,4,About once a month,Never,Golden Meadow Berries,10,Golden Meadow Berries
273,2025,25-34,Female,AL,"$75,000 - $99,999",1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,4,2,3,3,3,4,4,2,4,3,3,4,2-3 times a month,Often - 2-3 times a month,Crimson Crown Berries,4,Crimson Crown Berries
274,2025,25-34,Female,GA,"$75,000 - $99,999",0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,3,3,2,4,5,1,3,4,3,3,2,3,2-3 times a month,Rarely - a few times a year,Acme Strawberries,4,Red Valley Organics
275,2025,25-34,Female,VA,"$150,000 - $199,999",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3,3,4,3,4,3,4,3,3,More than once a week,Never,Sunrise Berries,1,Sunrise Berries
276,2025,65 or older,Male,FL,"$200,000 or more",0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,3,2,2,2,2,4,4,4,2,3,2,2,2-3 times a month,Never,Crimson Crown Berries,2,Crimson Crown Berries
277,2025,25-34,Male,FL,"$50,000 - $74,999",0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,4,3,4,3,4,2,4,4,2,4,3,3,More than once a week,Never,FreshPick Strawberries,3,FreshPick Strawberries
278,2025,55-64,Female,KY,"$200,000 or more",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,2,5,3,4,2,2,4,2,3,3,3,3,About once a month,Never,Crimson Crown Berries,6,Crimson Crown Berries
279,2025,55-64,Male,WI,"$50,000 - $74,999",1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,4,4,2,3,4,4,2,3,1,3,4,3,2-3 times a month,Never,Crimson Crown Berries,5,Crimson Crown Berries
280,2025,45-54,Non-binary / third gender,MI,"$100,000 - $149,999",1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,4,2,3,4,2,3,4,3,3,3,3,3,2-3 times a month,Never,Harvest Hill Berries,8,Harvest Hill Berries
281,2025,35-44,Male,UT,"$50,000 - $74,999",0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,3,3,2,3,2,2,3,3,4,3,3,3,About once a month,Never,Sunrise Berries,7,Sunrise Berries
282,2025,18-24,Male,PA,"$75,000 - $99,999",0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,3,1,3,4,3,2,3,3,3,2-3 times a month,Never,Don't recall,2,
283,2025,25-34,Male,IL,"Under $25,000",1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,4,4,3,4,4,4,2,4,3,3,3,4,About once a month,Rarely - a few times a year,Acme Strawberries,9,Acme Strawberries
284,2025,55-64,Female,MD,"$200,000 or more",1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,3,2,3,3,4,3,2,5,3,4,3,3,Once a week,Never,Sunrise Berries,8,Crimson Crown Berries
285,2025,45-54,Male,TX,"$100,000 - $149,999",0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,4,4,4,3,2,3,4,3,4,4,2,3,About once a month,Often - 2-3 times a month,Acme Strawberries,6,Red Valley Organics
286,2025,25-34,Female,CO,"$25,000 - $49,999",0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,3,3,4,4,3,2,2,3,1,4,3,4,2-3 times a month,Very often - weekly or more,Red Valley Organics,10,Red Valley Organics
287,2025,45-54,Female,IN,"$75,000 - $99,999",0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,3,3,3,4,2,2,2,3,3,4,2,2,Once a week,Never,FreshPick Strawberries,6,Crimson Crown Berries
288,2025,25-34,Male,IN,"Under $25,000",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,3,4,3,2,3,3,2,2,3,2,About once a month,Rarely - a few times a year,FreshPick Strawberries,5,FreshPick Strawberries
289,2025,35-44,Male,WA,"$25,000 - $49,999",1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,3,1,3,4,2,3,3,4,3,2,2,About once a month,Never,Red Valley Organics,5,Red Valley Organics
290,2025,25-34,Female,CO,"$50,000 - $74,999",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,5,3,3,4,3,2,4,3,3,2,4,4,Once a week,Never,Red Valley Organics,6,Red Valley Organics
291,2025,55-64,Male,AZ,"$150,000 - $199,999",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,2,2,3,2,2,1,3,3,3,About once a month,Never,Crimson Crown Berries,2,Crimson Crown Berries
292,2025,35-44,Female,CO,"$50,000 - $74,999",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,3,2,3,2,3,4,3,3,3,3,3,Once a week,Never,Crimson Crown Berries,3,Crimson Crown Berries
293,2025,55-64,Female,OK,"$25,000 - $49,999",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,3,2,2,2,1,2,3,2,3,3,2,Once a week,Never,Golden Meadow Berries,7,Golden Meadow Berries
294,2025,55-64,Male,NY,"$75,000 - $99,999",1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,2,3,3,3,2,2,3,3,3,2,3,Once a week,Never,Don't recall,7,Acme Strawberries
295,2025,45-54,Female,NY,"$150,000 - $199,999",1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,3,3,4,2,3,4,3,3,3,4,2,2-3 times a month,Often - 2-3 times a month,Acme Strawberries,4,Crimson Crown Berries
296,2025,25-34,Female,FL,"$50,000 - $74,999",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,2,3,2,2,4,2,4,4,4,Once a week,Rarely - a few times a year,Crimson Crown Berries,5,Crimson Crown Berries
297,2025,25-34,Male,LA,"$25,000 - $49,999",1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,3,4,4,2,3,3,2,4,2,3,Once a week,Rarely - a few times a year,Don't recall,5,Acme Strawberries
298,2025,25-34,Female,UT,"$25,000 - $49,999",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,4,3,3,2,3,2,2-3 times a month,Never,Don't recall,1,
299,2025,35-44,Male,IN,"$75,000 - $99,999",0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,2,4,3,3,2,3,3,3,2,2,3,3,Once a week,Never,Sunrise Berries,0,Sunrise Berries
300,2025,45-54,Male,GA,"$100,000 - $149,999",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,4,4,3,2,1,3,4,4,3,3,Once a week,Sometimes - about once a month,Acme Strawberries,7,Acme Strawberries
301,2025,55-64,Male,TX,"$50,000 - $74,999",1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,4,3,4,2,3,2,2,3,2-3 times a month,Never,Don't recall,8,Crimson Crown Berries
302,2025,35-44,Male,SC,"$75,000 - $99,999",0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,2,2,3,3,3,4,3,5,3,3,1,3,About once a month,Often - 2-3 times a month,Sunrise Berries,4,Golden Meadow Berries
303,2025,25-34,Male,IL,"$150,000 - $199,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,3,4,3,3,3,3,4,2,2-3 times a month,Never,Crimson Crown Berries,3,Crimson Crown Berries
304,2025,55-64,Male,KY,"$75,000 - $99,999",0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,2,3,4,3,1,2,4,3,3,3,2,3,2-3 times a month,Often - 2-3 times a month,Red Valley Organics,3,Red Valley Organics
305,2025,45-54,Female,CA,"$25,000 - $49,999",0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5,4,3,3,3,3,4,3,2,5,3,4,More than once a week,Never,Crimson Crown Berries,6,Crimson Crown Berries
306,2025,18-24,Male,PA,"$25,000 - $49,999",0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,3,3,1,4,4,3,2,3,3,3,3,3,2-3 times a month,Never,Crimson Crown Berries,7,FreshPick Strawberries
307,2025,35-44,Female,NC,"Under $25,000",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,4,4,5,2,3,1,3,2,4,3,About once a month,Never,Crimson Crown Berries,1,Crimson Crown Berries
308,2025,65 or older,Female,MO,"$200,000 or more",0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,3,1,4,2,3,1,3,4,3,2,3,3,About once a month,Never,Sunrise Berries,7,Sunrise Berries
309,2025,45-54,Female,AL,"$75,000 - $99,999",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,4,1,3,2,3,3,2,2,3,3,2,Once a week,Rarely - a few times a year,FreshPick Strawberries,4,FreshPick Strawberries
310,2025,55-64,Female,AZ,"$75,000 - $99,999",0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,2,3,4,2,2,3,2,3,2,3,3,Once a week,Never,Don't recall,5,
